user_id,device_trust_score,location_risk,time_of_access,failed_attempts,resource_sensitivity,vpn_active,patch_level,auth_method,anomaly_score,decision,decision_binary
USER_00006,0.9047226932730027,high,11,2,1,False,15,MFA,0.3473,ALLOW,0
USER_00038,0.8292714642446375,low,15,0,4,False,16,MFA,0.1211,ALLOW,0
USER_00169,0.8260722788928915,low,6,0,5,True,35,password,0.163,ALLOW,0
USER_00356,0.8328121322249461,medium,7,0,5,False,3,password,0.2179,ALLOW,0
USER_00283,0.8149794865900856,low,17,1,1,True,23,MFA,0.126,ALLOW,0
USER_00203,0.8160873017383665,low,11,2,4,True,9,MFA,0.116,ALLOW,0
USER_00325,0.7485772707941595,high,7,0,2,False,7,MFA,0.2945,ALLOW,0
USER_00313,0.8002840880430422,low,13,3,1,True,6,MFA,0.1915,ALLOW,0
USER_00273,0.7314915512438307,low,7,1,2,False,8,MFA,0.1947,ALLOW,0
USER_00244,0.4173606102340939,low,22,1,1,True,1,biometric,0.2827,ALLOW,0
USER_00327,0.5710350352175702,medium,5,0,2,True,12,password,0.2541,DENY,1
USER_00475,0.9161201137674008,medium,16,1,4,False,11,password,0.1994,ALLOW,0
USER_00047,0.7431785716403182,medium,9,1,5,False,13,password,0.2292,ALLOW,0
USER_00249,0.8965726177123826,medium,0,3,2,True,5,password,0.1933,ALLOW,0
USER_00079,0.8894463461443821,low,7,3,2,True,18,MFA,0.1187,ALLOW,0
USER_00110,0.5897234417875881,high,19,0,4,True,33,biometric,0.405,DENY,1
USER_00013,0.6747261284292876,high,1,1,3,True,2,MFA,0.3406,ALLOW,0
USER_00395,0.639392134743911,medium,8,0,3,False,8,MFA,0.2627,ALLOW,0
USER_00380,0.7410601865034332,low,17,0,3,True,6,biometric,0.1858,ALLOW,0
USER_00365,0.8523592469046243,low,17,0,4,True,2,password,0.1136,ALLOW,0
USER_00090,0.8945151200083176,low,1,1,4,True,20,MFA,0.1452,ALLOW,0
USER_00342,0.6926247480865365,low,10,1,3,True,57,password,0.1528,ALLOW,0
USER_00348,0.3746897774861801,low,12,1,3,False,6,MFA,0.3063,ALLOW,0
USER_00280,0.4788237197670948,medium,4,2,5,True,36,password,0.3848,ALLOW,0
USER_00221,0.6896163128300249,low,14,3,2,True,6,MFA,0.2186,ALLOW,0
USER_00073,0.691096252866093,low,14,1,4,True,20,password,0.1414,ALLOW,0
USER_00234,0.9404057405961044,low,9,2,3,True,49,password,0.1635,ALLOW,0
USER_00260,0.898930748158209,low,17,3,2,False,6,MFA,0.0898,ALLOW,0
USER_00113,0.41406677802478886,high,7,0,4,True,19,MFA,0.4603,DENY,1
USER_00046,0.8526585362557594,low,15,2,4,False,7,biometric,0.1403,ALLOW,0
USER_00274,0.8798727639849641,high,12,1,2,True,25,MFA,0.28,ALLOW,0
USER_00043,0.840856127932546,low,13,1,4,True,26,biometric,0.1764,ALLOW,0
USER_00208,0.7497120439353161,low,23,0,4,True,37,password,0.1839,ALLOW,0
USER_00417,0.8902465490352977,low,17,2,5,True,0,password,0.1419,ALLOW,0
USER_00349,0.4689061333641938,low,15,2,5,True,21,MFA,0.3065,ALLOW,0
USER_00103,0.8181694892983762,medium,3,3,1,False,1,MFA,0.2514,ALLOW,0
USER_00124,0.9542538353806654,low,9,0,1,False,14,biometric,0.1408,ALLOW,0
USER_00010,0.8446743962863006,medium,5,2,4,True,33,MFA,0.2708,ALLOW,0
USER_00329,0.8790305865904285,low,0,2,1,True,5,biometric,0.152,ALLOW,0
USER_00187,0.66017095856026,high,12,1,3,True,3,biometric,0.41,DENY,1
USER_00031,0.7275889717143382,high,3,1,1,True,5,password,0.3483,DENY,1
USER_00156,0.7173485041103683,low,16,0,3,True,13,biometric,0.1321,ALLOW,0
USER_00060,0.5398444261650505,low,18,1,5,True,6,MFA,0.2289,ALLOW,0
USER_00249,0.5322614143411023,medium,6,2,1,True,40,MFA,0.36,ALLOW,0
USER_00387,0.7405052053318479,medium,8,2,4,False,10,MFA,0.2084,ALLOW,0
USER_00374,0.36808733645155656,medium,22,3,5,True,13,password,0.3613,ALLOW,0
USER_00439,0.8575354639936397,high,7,1,4,True,14,password,0.3317,ALLOW,0
USER_00270,0.936318656248598,low,16,2,2,True,15,MFA,0.1505,ALLOW,0
USER_00442,0.6457882065778617,low,15,1,5,False,1,password,0.1503,ALLOW,0
USER_00217,0.4958163146552493,low,13,1,1,True,38,MFA,0.2879,ALLOW,0
USER_00399,0.5497613806450367,low,7,1,1,False,8,password,0.2292,ALLOW,0
USER_00002,0.8774760279124879,low,9,2,4,True,47,biometric,0.1736,ALLOW,0
USER_00024,0.7001861566388098,low,17,0,5,True,10,MFA,0.1738,ALLOW,0
USER_00206,0.6546027778225983,medium,9,2,1,True,23,password,0.2937,DENY,1
USER_00320,0.9749098856345801,medium,3,1,4,False,11,password,0.1426,ALLOW,0
USER_00496,0.8624251393199869,high,12,1,1,True,4,MFA,0.3389,ALLOW,0
USER_00199,0.7595749352831891,low,22,3,2,True,12,MFA,0.2097,ALLOW,0
USER_00356,0.8517943368861854,low,3,2,5,True,19,MFA,0.1162,ALLOW,0
USER_00114,0.4931878013270143,medium,11,0,4,True,27,biometric,0.3581,ALLOW,0
USER_00280,0.8883623349315836,low,16,1,2,True,6,MFA,0.0961,ALLOW,0
USER_00155,0.30341892998696995,medium,23,3,5,True,33,MFA,0.396,DENY,1
USER_00165,0.6386500866762655,medium,19,1,1,True,12,MFA,0.2449,ALLOW,0
USER_00486,0.7303593768288642,low,7,6,2,False,2,MFA,0.2452,ALLOW,0
USER_00222,0.8255167794982943,medium,23,1,3,False,0,biometric,0.2088,ALLOW,0
USER_00091,0.7129640504146068,medium,21,1,3,False,6,password,0.2974,ALLOW,0
USER_00167,0.98534802206244,medium,9,0,5,True,14,password,0.1307,ALLOW,0
USER_00447,0.6915057282858789,low,23,1,5,True,10,MFA,0.1407,ALLOW,0
USER_00207,0.7356076416783197,low,3,1,4,True,8,biometric,0.1524,ALLOW,0
USER_00282,0.3735475364150409,medium,5,1,1,False,18,biometric,0.3318,DENY,1
USER_00065,0.732568754780893,high,1,4,5,True,26,password,0.3709,DENY,1
USER_00376,0.8819338180084082,low,1,1,2,True,63,biometric,0.1955,ALLOW,0
USER_00004,0.5910315649818413,low,18,2,5,True,10,password,0.2239,ALLOW,0
USER_00157,0.9237747366138029,medium,1,2,3,False,13,password,0.2296,ALLOW,0
USER_00249,0.9264416958443318,low,7,6,2,True,0,MFA,0.1635,ALLOW,0
USER_00257,0.5655487936065404,medium,10,2,3,True,38,password,0.323,ALLOW,0
USER_00235,0.8440031524003367,medium,13,1,2,True,33,biometric,0.221,ALLOW,0
USER_00306,0.7988196535984274,low,0,0,2,True,26,password,0.1092,ALLOW,0
USER_00366,0.3882995493222753,medium,18,1,4,True,0,password,0.3683,DENY,1
USER_00470,0.7006685071952736,medium,4,0,4,True,0,MFA,0.2123,ALLOW,0
USER_00395,0.874193553058467,medium,7,3,3,False,27,password,0.2432,ALLOW,0
USER_00074,0.7755365007625952,low,21,2,2,True,12,password,0.1314,ALLOW,0
USER_00187,0.7258289913273938,medium,5,3,1,True,7,password,0.3055,ALLOW,0
USER_00062,0.6683108132486426,low,17,0,4,True,6,password,0.1912,ALLOW,0
USER_00337,0.711372290549782,medium,16,1,5,False,6,password,0.2036,ALLOW,0
USER_00164,0.7156870572744528,low,20,2,2,False,1,MFA,0.1929,ALLOW,0
USER_00056,0.9076293431731098,high,9,3,1,True,46,MFA,0.2846,DENY,1
USER_00111,0.6176105213432463,low,8,0,3,True,18,MFA,0.1994,ALLOW,0
USER_00218,0.5268500403353897,low,8,5,5,False,20,password,0.2558,DENY,1
USER_00240,0.309741404174299,low,21,1,5,False,2,MFA,0.2967,ALLOW,0
USER_00021,0.6817374644798706,high,18,2,2,False,1,password,0.3979,DENY,1
USER_00141,0.48140548378947473,high,16,0,2,False,8,password,0.4563,DENY,1
USER_00265,0.9055939531835006,low,21,1,5,True,10,MFA,0.15,ALLOW,0
USER_00139,0.6937489286907481,medium,7,1,2,True,3,password,0.2478,ALLOW,0
USER_00459,0.649223115112019,low,1,3,4,False,2,MFA,0.2007,ALLOW,0
USER_00070,0.8293584717390659,low,15,2,2,True,3,MFA,0.153,ALLOW,0
USER_00385,0.9689015346615163,medium,14,0,5,True,24,password,0.2028,ALLOW,0
USER_00118,0.9187520701657003,low,11,2,1,True,0,MFA,0.094,ALLOW,0
USER_00198,0.6047981235090143,medium,15,2,1,True,40,MFA,0.2841,ALLOW,0
USER_00205,0.5432982905946605,high,17,2,4,True,17,password,0.3942,DENY,1
USER_00214,0.8269331798819289,low,17,4,3,False,1,password,0.1498,ALLOW,0
USER_00056,0.8945730350422154,low,10,0,5,True,9,MFA,0.1533,ALLOW,0
USER_00287,0.8864530894764443,low,0,1,4,True,8,MFA,0.1616,ALLOW,0
USER_00470,0.7838220692545522,high,17,1,4,True,11,biometric,0.3732,ALLOW,0
USER_00293,0.572599303783104,low,20,2,2,False,32,biometric,0.2189,ALLOW,0
USER_00175,0.7291138643109488,high,21,2,3,True,13,password,0.3913,DENY,1
USER_00347,0.6116376164765811,high,18,4,3,True,9,MFA,0.3754,DENY,1
USER_00370,0.8092096905081336,low,7,1,1,True,9,MFA,0.151,ALLOW,0
USER_00500,0.512909822403117,low,10,3,1,False,15,password,0.2956,ALLOW,0
USER_00462,0.6683396845593775,low,1,1,3,True,19,biometric,0.1548,ALLOW,0
USER_00128,0.6998305787510287,low,16,4,3,False,7,password,0.2505,ALLOW,0
USER_00431,0.7555894097674597,medium,19,2,4,True,13,MFA,0.2877,ALLOW,0
USER_00378,0.5778257467152434,high,22,2,2,False,12,biometric,0.4469,ALLOW,0
USER_00325,0.6501548507174556,high,18,1,3,True,8,MFA,0.4006,DENY,1
USER_00442,0.7124623477128736,low,18,3,3,True,5,biometric,0.1558,ALLOW,0
USER_00292,0.6296950459754977,low,14,3,2,True,3,password,0.2264,ALLOW,0
USER_00288,0.9078880693840168,low,15,0,4,True,8,password,0.0696,ALLOW,0
USER_00226,0.9276523776001018,low,3,3,1,True,26,biometric,0.1613,ALLOW,0
USER_00064,0.59194733764716,low,5,3,1,False,22,MFA,0.2583,ALLOW,0
USER_00455,0.7184304180508047,low,14,0,3,False,10,MFA,0.1416,ALLOW,0
USER_00426,0.5084698060894105,low,0,3,2,True,34,MFA,0.314,ALLOW,0
USER_00048,0.9172406025244699,medium,2,2,5,False,0,biometric,0.2269,ALLOW,0
USER_00202,0.9378439058196709,low,14,1,1,False,5,biometric,0.1243,ALLOW,0
USER_00498,0.57167649965565,low,16,2,3,True,8,MFA,0.247,ALLOW,0
USER_00337,0.9284425710144534,medium,9,1,2,False,23,MFA,0.1719,ALLOW,0
USER_00414,0.8218728549933434,low,11,1,4,True,1,biometric,0.1597,ALLOW,0
USER_00405,0.6548524457582873,low,9,1,4,False,34,password,0.1785,ALLOW,0
USER_00060,0.8425427177058924,low,9,1,3,True,32,MFA,0.1533,ALLOW,0
USER_00397,0.7883681524930299,low,17,0,1,True,0,password,0.1455,ALLOW,0
USER_00257,0.8725941407242181,medium,7,1,2,True,15,password,0.1845,DENY,1
USER_00065,0.5753093405908476,low,7,4,1,True,4,MFA,0.208,ALLOW,0
USER_00239,0.7396734746004939,medium,7,1,5,True,34,MFA,0.2922,ALLOW,0
USER_00289,0.8559794603118159,low,4,0,4,True,9,MFA,0.1007,ALLOW,0
USER_00038,0.897443793128955,low,9,2,2,True,26,password,0.1072,ALLOW,0
USER_00025,0.7472774116020999,medium,23,1,2,False,2,MFA,0.2349,ALLOW,0
USER_00410,0.716146985214978,low,17,2,3,False,35,password,0.2262,ALLOW,0
USER_00461,0.6656331287937446,low,22,0,2,False,31,password,0.2005,ALLOW,0
USER_00059,0.8786363157496199,low,6,2,4,True,49,biometric,0.1824,ALLOW,0
USER_00476,0.6443318442061865,low,16,2,3,True,5,password,0.1555,ALLOW,0
USER_00417,0.6502209061726042,low,15,2,5,True,6,biometric,0.1998,ALLOW,0
USER_00357,0.8719321553091924,medium,1,0,4,False,2,biometric,0.2281,ALLOW,0
USER_00383,0.4184885333473101,low,6,0,2,True,13,password,0.279,ALLOW,0
USER_00297,0.3657819049758022,high,22,2,5,True,1,MFA,0.5094,DENY,1
USER_00158,0.8385280961478991,low,7,0,1,False,3,biometric,0.0757,ALLOW,0
USER_00057,0.6682371905943266,medium,22,0,1,False,29,biometric,0.2896,ALLOW,0
USER_00433,0.7808770373041279,medium,6,4,3,False,0,MFA,0.2572,ALLOW,0
USER_00048,0.8722777062763649,high,8,3,3,True,20,MFA,0.3599,DENY,1
USER_00328,0.6908849620371899,low,12,2,2,True,0,MFA,0.2137,ALLOW,0
USER_00433,0.4715442644286434,low,18,3,1,True,9,MFA,0.2949,ALLOW,0
USER_00431,0.7497385361085848,low,14,1,4,True,13,MFA,0.1173,ALLOW,0
USER_00056,0.5942787615065471,medium,23,1,4,True,30,MFA,0.2672,ALLOW,0
USER_00065,0.6377665954842155,medium,18,0,3,True,2,password,0.2822,ALLOW,0
USER_00268,0.8237242473164572,high,16,1,5,True,12,biometric,0.2955,ALLOW,0
USER_00069,0.7777327247278037,low,9,2,2,True,22,biometric,0.1463,ALLOW,0
USER_00216,0.6884166959558463,low,19,2,3,False,8,biometric,0.1944,ALLOW,0
USER_00390,0.8145372395438154,medium,6,0,3,True,25,biometric,0.2451,ALLOW,0
USER_00089,0.7207437070312126,low,1,3,2,True,20,MFA,0.1861,ALLOW,0
USER_00449,0.7495878771516439,low,10,1,2,True,11,MFA,0.1456,ALLOW,0
USER_00281,0.880970801655314,low,13,2,5,False,3,MFA,0.1763,ALLOW,0
USER_00257,0.8428904583089613,medium,21,1,3,True,3,MFA,0.2061,ALLOW,0
USER_00160,0.7998414638498414,low,7,3,3,False,57,MFA,0.2296,ALLOW,0
USER_00490,0.5759373117299715,medium,10,3,4,False,1,password,0.3153,ALLOW,0
USER_00234,0.8846439509325328,low,3,2,3,False,15,password,0.1175,ALLOW,0
USER_00131,0.7653482452771854,high,9,4,4,False,28,MFA,0.3559,ALLOW,0
USER_00049,0.7257441904491287,low,2,2,3,False,6,password,0.139,ALLOW,0
USER_00147,0.5757643685002805,medium,4,2,5,True,3,MFA,0.2652,ALLOW,0
USER_00316,0.8840592127871871,low,8,2,5,True,14,password,0.1527,ALLOW,0
USER_00491,0.850952329273238,medium,2,0,2,True,11,biometric,0.1927,ALLOW,0
USER_00413,0.8577305913923091,low,2,1,4,False,6,MFA,0.1603,ALLOW,0
USER_00434,0.48004074807597524,low,7,3,1,False,4,biometric,0.2475,ALLOW,0
USER_00002,0.8358140728275756,medium,17,1,1,False,4,biometric,0.2313,ALLOW,0
USER_00329,0.8795291847802398,medium,9,1,3,True,11,password,0.2173,ALLOW,0
USER_00440,0.6985331233083558,high,9,1,3,True,4,password,0.3945,DENY,1
USER_00145,0.9612538611704724,low,0,2,3,False,18,MFA,0.1194,ALLOW,0
USER_00444,0.37332868798605096,medium,13,1,1,True,16,biometric,0.3262,ALLOW,0
USER_00366,0.6192347665597415,medium,17,2,5,False,17,password,0.2414,ALLOW,0
USER_00420,0.6923762976204281,low,16,1,2,False,0,MFA,0.2164,ALLOW,0
USER_00061,0.6056227757417297,low,7,3,5,True,5,password,0.1771,ALLOW,0
USER_00273,0.4513723055454576,medium,8,1,4,True,15,MFA,0.3272,DENY,1
USER_00049,0.6490051437972141,medium,18,4,5,False,34,biometric,0.3497,ALLOW,0
USER_00332,0.8325981191003945,medium,6,2,3,True,6,MFA,0.199,ALLOW,0
USER_00444,0.7780258586015201,high,0,2,2,True,29,password,0.3269,DENY,1
USER_00404,0.7946756245684219,medium,1,1,5,True,6,MFA,0.2057,ALLOW,0
USER_00434,0.6115774296914436,low,13,1,1,False,0,biometric,0.1975,ALLOW,0
USER_00131,0.6843929301156046,high,9,0,2,False,6,MFA,0.3248,DENY,1
USER_00043,0.537164173789393,medium,19,2,3,True,11,password,0.3326,DENY,1
USER_00057,0.528983158247119,low,18,2,3,True,1,password,0.2257,ALLOW,0
USER_00050,0.43155518797546677,medium,20,1,2,True,29,MFA,0.316,ALLOW,0
USER_00452,0.9807191768233325,low,5,1,5,False,11,password,0.0894,ALLOW,0
USER_00465,0.6585797574706154,low,15,1,1,True,11,MFA,0.1937,ALLOW,0
USER_00178,0.8567235295675644,medium,11,0,1,True,0,password,0.2065,ALLOW,0
USER_00293,0.79359195851519,medium,19,2,2,False,4,password,0.2181,ALLOW,0
USER_00046,0.7685086096535808,medium,14,2,2,False,12,MFA,0.2697,ALLOW,0
USER_00170,0.7122626416619482,low,23,1,3,True,42,MFA,0.1932,ALLOW,0
USER_00271,0.9120363843041566,low,15,0,5,True,5,password,0.1518,ALLOW,0
USER_00417,0.6436434300361837,low,20,1,2,False,19,password,0.195,ALLOW,0
USER_00336,0.8641538383883604,low,8,4,4,True,2,MFA,0.1501,ALLOW,0
USER_00139,0.8531935101477303,medium,20,1,2,True,36,biometric,0.1811,ALLOW,0
USER_00247,0.8235862933266724,low,20,1,4,True,0,password,0.106,ALLOW,0
USER_00148,0.7009615841510768,medium,7,1,2,True,17,password,0.268,ALLOW,0
USER_00230,0.7549473918051706,low,7,1,1,True,23,MFA,0.1265,ALLOW,0
USER_00280,0.5523609606012769,low,12,3,1,True,6,biometric,0.2673,ALLOW,0
USER_00125,0.7939607235004105,high,15,3,3,False,10,MFA,0.3488,ALLOW,0
USER_00192,0.7412585767062044,medium,7,1,1,False,36,MFA,0.2669,ALLOW,0
USER_00374,0.6684495677832429,low,15,1,3,True,27,biometric,0.1918,ALLOW,0
USER_00080,0.718251024568488,low,14,0,5,False,7,MFA,0.1388,ALLOW,0
USER_00094,0.8961623739729572,low,23,3,4,False,13,MFA,0.1151,ALLOW,0
USER_00226,0.7612150131877767,medium,18,0,2,True,16,password,0.209,ALLOW,0
USER_00065,0.8108473455319005,high,21,1,5,False,51,password,0.3281,ALLOW,0
USER_00088,0.8880035622492223,low,15,2,3,True,17,MFA,0.1537,ALLOW,0
USER_00088,0.6279075458785741,low,21,1,1,True,12,MFA,0.2377,ALLOW,0
USER_00201,0.8751359041429309,medium,22,0,5,True,13,MFA,0.2364,ALLOW,0
USER_00214,0.2637559316436105,medium,11,1,1,True,40,MFA,0.4288,DENY,1
USER_00204,0.6771606002760422,medium,1,2,4,False,18,password,0.244,DENY,1
USER_00401,0.7177561014016974,high,14,2,1,True,2,biometric,0.3716,ALLOW,0
USER_00382,0.9305707702785276,high,23,2,3,False,19,MFA,0.2736,ALLOW,0
USER_00089,0.8035945841985134,low,1,0,1,False,30,password,0.1792,ALLOW,0
USER_00476,0.6669189898653103,medium,23,0,5,True,9,password,0.2391,ALLOW,0
USER_00061,0.7546262309830972,low,2,0,5,True,20,MFA,0.1218,ALLOW,0
USER_00271,0.9285930328044478,low,14,2,5,False,8,password,0.136,ALLOW,0
USER_00094,0.7098798291109136,medium,20,3,4,True,8,biometric,0.3003,ALLOW,0
USER_00307,0.49266021699366463,low,21,1,5,True,5,biometric,0.2252,ALLOW,0
USER_00027,0.8038536820041392,low,1,3,5,True,4,password,0.1362,ALLOW,0
USER_00214,0.7684693059232305,low,16,2,1,True,7,MFA,0.1746,ALLOW,0
USER_00074,0.6969207359041938,medium,3,0,1,True,32,MFA,0.2357,ALLOW,0
USER_00061,0.8350665200969006,low,1,2,4,False,27,MFA,0.1993,ALLOW,0
USER_00186,0.7877337320903326,high,4,1,4,True,5,biometric,0.3612,ALLOW,0
USER_00031,0.6768468948851553,high,14,1,1,True,6,MFA,0.3916,DENY,1
USER_00219,0.7950907259130727,low,15,1,5,True,3,MFA,0.161,ALLOW,0
USER_00012,0.5724460437075418,low,20,0,2,True,5,biometric,0.255,ALLOW,0
USER_00302,0.5163326679413323,low,18,2,3,False,8,MFA,0.2505,ALLOW,0
USER_00415,0.5744493831869498,medium,11,1,1,True,4,MFA,0.2794,ALLOW,0
USER_00032,0.6429176093367922,low,0,1,5,True,32,password,0.2341,ALLOW,0
USER_00160,0.5212427688163177,low,17,1,4,False,6,biometric,0.2289,ALLOW,0
USER_00489,0.8042758186268982,medium,18,4,1,True,0,MFA,0.2209,ALLOW,0
USER_00237,0.8256321674565273,medium,13,0,1,True,29,password,0.2273,ALLOW,0
USER_00227,0.9231570364325313,low,0,1,3,False,27,password,0.1102,ALLOW,0
USER_00181,0.6790760482394931,low,8,1,2,False,9,MFA,0.201,ALLOW,0
USER_00317,0.755556191888851,low,12,1,5,False,1,password,0.2013,ALLOW,0
USER_00046,0.654769634534865,medium,2,1,4,True,24,MFA,0.2353,ALLOW,0
USER_00341,0.8726997626853639,medium,21,1,5,True,4,MFA,0.226,ALLOW,0
USER_00458,0.8403829578042813,low,12,4,3,True,6,biometric,0.1196,ALLOW,0
USER_00080,0.6082178614524636,high,4,0,1,True,3,MFA,0.3522,DENY,1
USER_00135,0.8241901644501146,medium,22,1,5,True,6,MFA,0.1991,ALLOW,0
USER_00260,0.9592273630758253,low,12,3,3,False,9,MFA,0.1162,ALLOW,0
USER_00475,0.8717143863883464,medium,17,2,5,True,10,password,0.2241,ALLOW,0
USER_00308,0.8171982210856334,high,12,0,2,True,7,biometric,0.2861,ALLOW,0
USER_00247,0.7438973459479705,low,20,4,3,True,5,password,0.1733,ALLOW,0
USER_00473,0.763125455776221,low,14,0,4,False,14,password,0.1092,ALLOW,0
USER_00159,0.7447592656673551,medium,16,2,2,True,14,password,0.2655,ALLOW,0
USER_00203,0.7980461582025581,low,4,2,2,False,26,password,0.1453,ALLOW,0
USER_00112,0.9601361883784875,low,2,0,5,True,4,biometric,0.0786,ALLOW,0
USER_00468,0.7595302034549511,low,11,1,5,False,34,MFA,0.2122,ALLOW,0
USER_00292,0.7215187981048072,medium,23,2,5,True,1,MFA,0.2194,ALLOW,0
USER_00438,0.7943831513321495,low,1,0,4,False,4,biometric,0.0976,ALLOW,0
USER_00310,0.7019511031933973,low,15,2,1,True,5,password,0.1405,ALLOW,0
USER_00119,0.9568386525767036,high,0,2,5,False,81,password,0.3329,DENY,1
USER_00383,0.7376944145193085,medium,11,1,1,True,15,MFA,0.2273,DENY,1
USER_00017,0.888808707825803,high,23,2,1,True,15,password,0.2659,ALLOW,0
USER_00493,0.4695940060784229,low,2,3,4,False,9,MFA,0.2434,ALLOW,0
USER_00331,0.6107463634135637,medium,16,2,5,False,8,password,0.2648,ALLOW,0
USER_00414,0.6500479342942842,low,12,1,4,True,4,password,0.1525,ALLOW,0
USER_00227,0.6976991904559645,medium,16,3,2,True,6,biometric,0.2912,ALLOW,0
USER_00361,0.5100600857137647,medium,1,3,1,False,5,password,0.31,ALLOW,0
USER_00486,0.6167064763231338,low,20,1,5,True,7,MFA,0.2114,ALLOW,0
USER_00406,0.853443595241534,low,10,2,2,False,11,password,0.178,ALLOW,0
USER_00117,0.4163072791466501,low,21,0,4,True,9,biometric,0.2737,ALLOW,0
USER_00043,0.6152239920624649,medium,13,2,2,True,6,biometric,0.2978,ALLOW,0
USER_00368,0.6558331496198851,medium,12,3,4,False,17,MFA,0.2462,ALLOW,0
USER_00115,0.47177477642273236,medium,12,1,5,False,22,MFA,0.2901,DENY,1
USER_00283,0.9697366073497771,medium,21,1,1,True,21,MFA,0.1406,ALLOW,0
USER_00037,0.4248894674115747,low,5,2,2,False,1,MFA,0.3026,ALLOW,0
USER_00302,0.5588392895713311,high,14,2,1,True,0,biometric,0.3842,DENY,1
USER_00113,0.7549570395969656,medium,22,0,5,False,30,password,0.2456,ALLOW,0
USER_00035,0.9376291396013994,medium,22,0,1,False,6,MFA,0.1887,ALLOW,0
USER_00132,0.8328030771299052,medium,9,0,2,True,10,MFA,0.1602,ALLOW,0
USER_00336,0.7069003673533225,low,14,2,5,False,13,MFA,0.2054,ALLOW,0
USER_00336,0.7430064577388814,low,5,0,2,False,4,MFA,0.1319,ALLOW,0
USER_00469,0.7743394924798025,medium,18,1,5,True,2,MFA,0.2536,ALLOW,0
USER_00410,0.8020747183439424,low,18,2,2,True,15,MFA,0.1285,ALLOW,0
USER_00377,0.767958626314512,low,16,0,3,False,1,MFA,0.1247,ALLOW,0
USER_00228,0.9220917613540465,low,21,1,2,True,21,MFA,0.1637,ALLOW,0
USER_00147,0.9129750512412179,medium,2,2,3,False,6,MFA,0.2449,ALLOW,0
USER_00122,0.9683877566172491,high,1,0,5,True,5,password,0.2297,DENY,1
USER_00081,0.7277824942704479,medium,20,0,4,True,3,password,0.2493,ALLOW,0
USER_00173,0.45897946289527247,low,23,1,5,False,27,MFA,0.2208,ALLOW,0
USER_00154,0.8605619836404012,high,3,2,1,True,25,MFA,0.3138,DENY,1
USER_00150,0.7498735767140271,low,7,2,2,True,5,MFA,0.1507,ALLOW,0
USER_00375,0.7844148464260301,medium,2,1,4,False,9,MFA,0.2595,ALLOW,0
USER_00058,0.8581948819867434,low,18,4,1,True,14,MFA,0.1203,ALLOW,0
USER_00063,0.6676263525264436,high,7,0,5,False,8,MFA,0.3785,DENY,1
USER_00156,0.8114143479092272,low,10,1,1,True,36,password,0.1309,ALLOW,0
USER_00449,0.827679562989089,medium,1,1,5,True,7,password,0.186,ALLOW,0
USER_00428,0.8614489656045725,high,3,1,5,False,18,password,0.3044,ALLOW,0
USER_00356,0.6609014556132313,high,8,1,3,True,4,biometric,0.3446,ALLOW,0
USER_00427,0.7501710457371573,medium,8,1,3,True,17,MFA,0.2839,ALLOW,0
USER_00421,0.8632926910091726,high,21,1,3,True,9,MFA,0.2614,ALLOW,0
USER_00322,0.9414200248746338,medium,8,1,5,True,22,biometric,0.208,ALLOW,0
USER_00401,0.9947546017277078,medium,21,1,2,True,7,MFA,0.1289,ALLOW,0
USER_00168,0.8921128601914323,medium,12,2,2,False,20,MFA,0.2523,ALLOW,0
USER_00166,0.8336030315870004,medium,20,0,5,True,0,MFA,0.172,ALLOW,0
USER_00085,0.7672823552985772,low,14,3,3,True,2,biometric,0.1297,ALLOW,0
USER_00445,0.42712815138458937,low,16,4,1,True,16,password,0.259,ALLOW,0
USER_00137,0.40439919771106636,low,19,1,5,True,7,biometric,0.2415,ALLOW,0
USER_00461,0.970762777060027,high,23,1,5,True,19,MFA,0.2885,ALLOW,0
USER_00459,0.7821115395213787,low,15,2,3,True,14,MFA,0.1888,ALLOW,0
USER_00189,0.8077059261620978,low,15,2,5,True,18,MFA,0.1338,ALLOW,0
USER_00464,0.7924825460762432,medium,7,3,4,True,12,MFA,0.2641,ALLOW,0
USER_00400,0.5716578097431978,low,18,0,4,True,24,MFA,0.1819,ALLOW,0
USER_00379,0.9237674179937255,low,12,3,5,True,1,MFA,0.1542,ALLOW,0
USER_00002,0.858698101719792,high,22,0,2,True,12,MFA,0.271,ALLOW,0
USER_00106,0.7541922859647617,low,14,4,4,True,0,password,0.1495,ALLOW,0
USER_00364,0.5304344264071692,medium,2,2,5,False,0,password,0.3595,ALLOW,0
USER_00072,0.3337698367354662,low,3,2,5,False,36,password,0.3289,DENY,1
USER_00427,0.7194807866189472,low,5,1,2,True,13,biometric,0.1301,ALLOW,0
USER_00126,0.661385881377811,low,18,3,3,True,5,password,0.1703,ALLOW,0
USER_00170,0.533774085794665,low,2,1,4,True,6,password,0.1967,ALLOW,0
USER_00205,0.6195186065329555,low,3,2,5,True,17,password,0.2492,ALLOW,0
USER_00313,0.7936989279676473,medium,21,2,5,True,4,MFA,0.2436,ALLOW,0
USER_00337,0.42520167935413256,medium,2,0,5,True,2,password,0.3472,DENY,1
USER_00487,0.7505262486745561,high,3,3,1,False,2,MFA,0.3488,ALLOW,0
USER_00472,0.516319338125422,low,20,1,5,True,44,MFA,0.2454,ALLOW,0
USER_00195,0.8290874021042931,medium,8,2,1,True,18,biometric,0.1937,ALLOW,0
